5.7186	271.865	0.875076	-7.12826	27	0.868558	-6.92808	25	0.852262	-6.42764	20	0.803377	-4.92632	5	0.787082	-4.42588	0	8	1	8	1	8	3	8	3
5.1972	231.674	-0.901955	-1.51314	27	-0.789143	-1.37042	25	-0.507113	-1.01364	20	0.338977	0.0567009	5	0.621007	0.413482	0	7	6	7	6	8	8	8	8
2.04003	214.423	-1.61783	-7.27982	27	-1.55906	-7.23955	25	-1.41215	-7.13887	20	-0.971407	-6.83683	5	-0.824493	-6.73615	0	6	0	6	0	7	1	7	1
10.8246	334.05	5.35128	-1.28317	27	5.00742	-1.11583	25	4.14778	-0.697492	20	1.56887	0.557534	5	0.709225	0.975876	0	13	6	12	7	9	8	8	8
15.4308	144.531	-6.6676	3.47264	27	-6.21799	3.1523	25	-5.09398	2.35148	20	-1.72194	-0.0510108	5	-0.597925	-0.851839	0	1	11	2	10	6	7	7	7
3.57764	142.255	2.29728	4.23735	27	2.39616	4.16081	25	2.64335	3.96944	20	3.38495	3.39534	5	3.63214	3.20398	0	10	12	10	11	11	11	11	11
6.49233	207.873	0.331061	-7.92137	27	0.532255	-7.81496	25	1.03524	-7.54894	20	2.5442	-6.75089	5	3.04718	-6.48487	0	8	0	9	0	10	1	11	1
12.0047	107.411	3.10927	-0.657725	27	3.23653	-1.06352	25	3.55466	-2.07802	20	4.50906	-5.12152	5	4.8272	-6.13602	0	11	6	11	5	12	2	12	1
5.19747	328.906	-0.14227	-3.22027	27	-0.298057	-3.12631	25	-0.687524	-2.89143	20	-1.85593	-2.18678	5	-2.24539	-1.95189	0	7	4	7	5	6	5	5	6
25.822	131.215	-5.52283	2.86626	27	-4.88518	2.13825	25	-3.29104	0.318207	20	1.49138	-5.14191	5	3.08552	-6.96195	0	3	10	4	8	9	2	11	1
6.46915	354.921	1.76825	-4.98565	27	1.54236	-4.96558	25	0.977636	-4.91539	20	-0.716538	-4.76483	5	-1.28126	-4.71464	0	9	3	8	3	7	3	6	3
1.44831	275.685	4.91315	-3.87418	27	4.90815	-3.82386	25	4.89562	-3.69807	20	4.85805	-3.32068	5	4.84553	-3.19489	0	12	4	12	4	12	4	12	4
0.688514	41.3692	-5.25735	-4.96228	27	-5.27539	-4.97816	25	-5.32048	-5.01788	20	-5.45576	-5.13701	5	-5.50086	-5.17672	0	2	3	2	2	2	2	2	2
11.9106	45.0539	-3.62298	-1.57429	27	-3.92099	-1.87287	25	-4.66603	-2.6193	20	-6.90114	-4.85862	5	-7.64617	-5.60506	0	4	6	3	5	1	3	0	2
6.7915	108.998	0.50309	-1.55892	27	0.580627	-1.78414	25	0.77447	-2.34716	20	1.356	-4.03624	5	1.54984	-4.59927	0	8	6	8	5	9	3	9	3
15.4516	41.8109	-1.4232	3.924	27	-1.83525	3.55544	25	-2.86538	2.63405	20	-5.95576	-0.130128	5	-6.98588	-1.05152	0	6	11	5	10	2	7	1	6
19.9706	88.5926	4.81803	6.59168	27	4.80018	5.86512	25	4.75555	4.04872	20	4.62168	-1.40047	5	4.57705	-3.21687	0	12	13	12	12	12	6	12	4
17.9876	331.759	6.49245	-5.23183	27	5.92038	-4.92457	25	4.49022	-4.1564	20	0.199739	-1.85191	5	-1.23042	-1.08374	0	13	3	12	3	8	6	6	6
12.6735	84.2023	-2.8916	-0.401271	27	-2.93703	-0.848716	25	-3.05061	-1.96733	20	-3.39134	-5.32317	5	-3.50492	-6.44179	0	5	7	4	6	4	2	4	1
0.429646	72.8345	7.09633	7.11935	27	7.0919	7.10502	25	7.08083	7.0692	20	7.04764	6.96173	5	7.03657	6.9259	0	15	15	15	15	15	14	15	14
8.53836	224.331	-6.56931	-6.21659	27	-6.35452	-6.00676	25	-5.81755	-5.48219	20	-4.20663	-3.90847	5	-3.66965	-3.3839	0	1	1	2	2	3	4	4	4
11.8189	124.916	-0.778286	2.55924	27	-0.538739	2.21606	25	0.0601282	1.35812	20	1.85673	-1.21569	5	2.4556	-2.07363	0	7	10	8	9	9	6	10	5
22.6772	288.461	2.24242	-3.37351	27	1.9778	-2.58083	25	1.31625	-0.599129	20	-0.668399	5.34596	5	-1.32995	7.32766	0	9	5	9	7	7	13	6	15
