08	7.4	6.91751	89.6164	0.870852	8.31632	37.6	0.852331	5.55021	14.8	0.849325	5.10132	11.1	0.843314	4.20355	3.7	0.840308	3.75466	0	8	13	8	13	8	12	8	11
08	7.4	26.669	245.578	-12.4101	-17.4319	37.6	-7.67532	-7.00477	14.8	-6.90696	-5.31265	11.1	-5.37023	-1.92842	3.7	-4.60186	-0.2363	0	0	0	1	2	2	6	3	7
08	7.4	12.0838	352.06	5.42425	-3.60069	37.6	0.58988	-2.9264	14.8	-0.194644	-2.81697	11.1	-1.76369	-2.59813	3.7	-2.54822	-2.4887	0	8	5	7	5	6	5	5	5
08	7.4	12	66.4097	-0.187785	6.27075	37.6	-2.12724	1.82946	14.8	-2.44198	1.10873	11.1	-3.07145	-0.332741	3.7	-3.38618	-1.05348	0	5	9	5	9	4	7	4	6
08	7.4	19.0772	339.386	13.7586	-0.710317	37.6	6.37844	2.06583	14.8	5.18077	2.51635	11.1	2.78545	3.41738	3.7	1.58778	3.8679	0	14	10	13	10	10	11	9	11
08	7.4	18.695	320.372	8.27216	-6.59592	37.6	2.32994	-1.67516	14.8	1.36564	-0.876619	11.1	-0.56298	0.720468	3.7	-1.52729	1.51901	0	10	6	9	7	7	8	6	9
08	7.4	4.55894	7.79581	7.05532	6.46243	37.6	5.25412	6.21583	14.8	4.96182	6.17581	11.1	4.37722	6.09578	3.7	4.08492	6.05576	0	13	14	12	14	12	14	12	14
08	7.4	3.08772	264.558	4.99626	-5.38097	37.6	5.11291	-4.15662	14.8	5.13184	-3.95793	11.1	5.1697	-3.56055	3.7	5.18863	-3.36186	0	13	3	13	4	13	4	13	4
08	7.4	8.65391	225.956	1.33323	-0.95978	37.6	3.74571	1.53455	14.8	4.13721	1.93933	11.1	4.92021	2.7489	3.7	5.31171	3.15368	0	11	9	12	9	12	10	13	11
08	7.4	3.79055	311.564	8.10256	-0.276329	37.6	7.10033	0.853918	14.8	6.93769	1.03734	11.1	6.61241	1.40417	3.7	6.44977	1.58759	0	15	8	14	9	14	9	14	9
08	7.4	4.47183	328.214	1.25965	0.445448	37.6	-0.256039	1.3847	14.8	-0.502007	1.53713	11.1	-0.993941	1.84197	3.7	-1.23991	1.9944	0	7	9	7	9	7	9	6	9
