02	7.4	43.104	269.929	-7.74255	-22.2403	31.6	-7.72316	-6.51692	14.8	-7.71889	-3.05404	11.1	-7.71035	3.87172	3.7	-7.70608	7.3346	0	0	1	0	4	0	11	0	15
02	7.4	2.20876	90.277	-6.67791	1.36541	31.6	-6.67478	0.717453	14.8	-6.67409	0.574749	11.1	-6.67271	0.28934	3.7	-6.67202	0.146635	0	1	8	1	8	1	8	1	8
02	7.4	6.68611	9.17447	-3.23508	-7.37177	31.6	-5.17931	-7.68577	14.8	-5.6075	-7.75493	11.1	-6.46388	-7.89324	3.7	-6.89207	-7.9624	0	2	0	2	0	1	0	1	0
02	7.4	10.5641	196.783	-3.86693	-1.3233	31.6	-0.86724	-0.418611	14.8	-0.206594	-0.219363	11.1	1.1147	0.179131	3.7	1.77534	0.378378	0	7	7	7	7	9	8	9	8
02	7.4	10.6712	201.984	-9.46583	-3.64769	31.6	-6.53036	-2.46264	14.8	-5.88386	-2.20164	11.1	-4.59086	-1.67965	3.7	-3.94436	-1.41866	0	1	5	2	5	3	6	4	6
02	7.4	47.0516	305.87	14.5972	-20.4073	31.6	4.02165	-5.78188	14.8	1.69252	-2.56081	11.1	-2.96574	3.88134	3.7	-5.29487	7.10241	0	12	2	9	5	5	11	2	15
02	7.4	9.882	228.462	-3.63855	0.218614	31.6	-1.69784	2.40924	14.8	-1.27043	2.89169	11.1	-0.415591	3.85661	3.7	0.0118264	4.33907	0	6	10	6	10	7	11	8	12
02	7.4	0.461346	306.552	7.91709	-2.65703	31.6	7.83652	-2.54836	14.8	7.81878	-2.52442	11.1	7.78329	-2.47656	3.7	7.76555	-2.45262	0	15	5	15	5	15	5	15	5
02	7.4	4.0513	257.279	0.852948	-8.2906	31.6	1.11496	-7.12993	14.8	1.17267	-6.8743	11.1	1.28808	-6.36305	3.7	1.34579	-6.10742	0	9	0	9	1	9	1	9	1
02	7.4	12.2975	18.2403	9.48301	-4.98131	31.6	6.00481	-6.1276	14.8	5.23878	-6.38005	11.1	3.70672	-6.88496	3.7	2.94069	-7.13742	0	14	1	13	1	11	1	10	0
